Time,Number,Size,LDSA,Filter,Diff,Timestamp,Station,Date,Sensor,Session Id
494.5,2704,"66,6","10,38","9,11","3,24",2021-09-30 16:17:18,Hötorget,2021-09-30,DiSC,20210930-2
504.5,2577,"67,9","10,1","8,91","3,11",2021-09-30 16:17:28,Hötorget,2021-09-30,DiSC,20210930-2
514.5,2672,"66,6","10,25","8,99","3,2",2021-09-30 16:17:38,Hötorget,2021-09-30,DiSC,20210930-2
524.5,2772,66,"10,54","9,23","3,31",2021-09-30 16:17:48,Hötorget,2021-09-30,DiSC,20210930-2
534.5,2623,"68,3","10,35","9,14","3,17",2021-09-30 16:17:58,Hötorget,2021-09-30,DiSC,20210930-2
544.5,2579,"69,2","10,33","9,15","3,13",2021-09-30 16:18:08,Hötorget,2021-09-30,DiSC,20210930-2
554.5,2541,"70,2","10,34","9,2","3,1",2021-09-30 16:18:18,Hötorget,2021-09-30,DiSC,20210930-2
94.5,3089,67,"11,94","10,5","3,71",2021-09-30 16:10:38,Rådmansgatan,2021-09-30,DiSC,20210930-2
104.5,3149,"64,4","11,65","10,13","3,72",2021-09-30 16:10:48,Rådmansgatan,2021-09-30,DiSC,20210930-2
114.5,3213,"63,5","11,69","10,12","3,78",2021-09-30 16:10:58,Rådmansgatan,2021-09-30,DiSC,20210930-2
124.5,2980,"67,7","11,65","10,27","3,59",2021-09-30 16:11:08,Rådmansgatan,2021-09-30,DiSC,20210930-2
134.5,3148,"65,6","11,88","10,39","3,75",2021-09-30 16:11:18,Rådmansgatan,2021-09-30,DiSC,20210930-2
144.5,3281,"64,1","12,08","10,49","3,87",2021-09-30 16:11:28,Rådmansgatan,2021-09-30,DiSC,20210930-2
154.5,3239,"64,7","12,05","10,5","3,84",2021-09-30 16:11:38,Rådmansgatan,2021-09-30,DiSC,20210930-2
164.5,3146,"65,7","11,9","10,41","3,75",2021-09-30 16:11:48,Rådmansgatan,2021-09-30,DiSC,20210930-2
174.5,3055,"66,3","11,67","10,23","3,65",2021-09-30 16:11:58,Rådmansgatan,2021-09-30,DiSC,20210930-2
184.5,3020,"66,2","11,51","10,09","3,61",2021-09-30 16:12:08,Rådmansgatan,2021-09-30,DiSC,20210930-2
194.5,3071,"66,6","11,79","10,35","3,68",2021-09-30 16:12:18,Rådmansgatan,2021-09-30,DiSC,20210930-2
204.5,3296,"63,2","11,93","10,32","3,87",2021-09-30 16:12:28,Rådmansgatan,2021-09-30,DiSC,20210930-2
214.5,3190,"64,5","11,81","10,28","3,77",2021-09-30 16:12:38,Rådmansgatan,2021-09-30,DiSC,20210930-2
224.5,3234,"62,4","11,55","9,96","3,78",2021-09-30 16:12:48,Rådmansgatan,2021-09-30,DiSC,20210930-2
234.5,3061,"66,7","11,77","10,34","3,67",2021-09-30 16:12:58,Rådmansgatan,2021-09-30,DiSC,20210930-2
244.5,3002,"68,3","11,85","10,47","3,63",2021-09-30 16:13:08,Rådmansgatan,2021-09-30,DiSC,20210930-2
254.5,3157,"65,5","11,9","10,4","3,76",2021-09-30 16:13:18,Rådmansgatan,2021-09-30,DiSC,20210930-2
264.5,3033,"66,4","11,59","10,17","3,62",2021-09-30 16:13:28,Rådmansgatan,2021-09-30,DiSC,20210930-2
274.5,3110,"65,2","11,66","10,17","3,69",2021-09-30 16:13:38,Rådmansgatan,2021-09-30,DiSC,20210930-2
284.5,3376,"66,7","12,98","11,4","4,04",2021-09-30 16:13:48,Rådmansgatan,2021-09-30,DiSC,20210930-2
294.5,3500,"66,3","13,36","11,71","4,18",2021-09-30 16:13:58,Rådmansgatan,2021-09-30,DiSC,20210930-2
304.5,3805,"67,4","14,8","13,03","4,57",2021-09-30 16:14:08,Rådmansgatan,2021-09-30,DiSC,20210930-2
314.5,3824,"69,1","15,3","13,55","4,64",2021-09-30 16:14:18,Rådmansgatan,2021-09-30,DiSC,20210930-2
724.5,2431,"76,4","10,87","9,85","3,07",2021-09-30 16:21:08,T-Centralen,2021-09-30,DiSC,20210930-2
734.5,2608,"71,3","10,8","9,64","3,2",2021-09-30 16:21:18,T-Centralen,2021-09-30,DiSC,20210930-2
744.5,2883,65,"10,77","9,39","3,42",2021-09-30 16:21:28,T-Centralen,2021-09-30,DiSC,20210930-2
754.5,2740,"67,1","10,61","9,33","3,29",2021-09-30 16:21:38,T-Centralen,2021-09-30,DiSC,20210930-2
764.5,2541,"70,5","10,38","9,25","3,11",2021-09-30 16:21:48,T-Centralen,2021-09-30,DiSC,20210930-2
774.5,2613,"68,4","10,32","9,12","3,16",2021-09-30 16:21:58,T-Centralen,2021-09-30,DiSC,20210930-2
784.5,2918,"61,3","10,22","8,77","3,39",2021-09-30 16:22:08,T-Centralen,2021-09-30,DiSC,20210930-2
794.5,2925,"61,2","10,23","8,78","3,4",2021-09-30 16:22:18,T-Centralen,2021-09-30,DiSC,20210930-2
804.5,2710,"65,1","10,13","8,84","3,21",2021-09-30 16:22:28,T-Centralen,2021-09-30,DiSC,20210930-2
134.5,4855,"39,5","10,44","7,58","4,85",2021-09-30 17:06:26,Gamla Stan,2021-09-30,DiSC,20210930-3
144.5,5020,"37,9","10,29","7,31","4,93",2021-09-30 17:06:36,Gamla Stan,2021-09-30,DiSC,20210930-3
154.5,5267,"37,2","10,6","7,47","5,14",2021-09-30 17:06:46,Gamla Stan,2021-09-30,DiSC,20210930-3
164.5,5783,"34,9","10,85","7,4","5,5",2021-09-30 17:06:56,Gamla Stan,2021-09-30,DiSC,20210930-3
174.5,5614,"35,9","10,84","7,5","5,4",2021-09-30 17:07:06,Gamla Stan,2021-09-30,DiSC,20210930-3
184.5,5579,36,"10,8","7,48","5,37",2021-09-30 17:07:16,Gamla Stan,2021-09-30,DiSC,20210930-3
194.5,5759,"35,4","10,95","7,52","5,51",2021-09-30 17:07:26,Gamla Stan,2021-09-30,DiSC,20210930-3
204.5,5770,35,"10,85","7,41","5,5",2021-09-30 17:07:36,Gamla Stan,2021-09-30,DiSC,20210930-3
214.5,5285,37,"10,55","7,41","5,14",2021-09-30 17:07:46,Gamla Stan,2021-09-30,DiSC,20210930-3
224.5,4442,"39,7","9,59","6,97","4,44",2021-09-30 17:07:56,Gamla Stan,2021-09-30,DiSC,20210930-3
234.5,3516,"44,9","8,71","6,69","3,67",2021-09-30 17:08:06,Gamla Stan,2021-09-30,DiSC,20210930-3
244.5,3316,47,"8,65","6,78","3,52",2021-09-30 17:08:16,Gamla Stan,2021-09-30,DiSC,20210930-3
254.5,3208,"47,8","8,52","6,72","3,42",2021-09-30 17:08:26,Gamla Stan,2021-09-30,DiSC,20210930-3
264.5,3159,"48,9","8,6","6,83","3,4",2021-09-30 17:08:36,Gamla Stan,2021-09-30,DiSC,20210930-3
274.5,3219,"47,9","8,56","6,75","3,44",2021-09-30 17:08:46,Gamla Stan,2021-09-30,DiSC,20210930-3
284.5,3396,"46,5","8,76","6,83","3,59",2021-09-30 17:08:56,Gamla Stan,2021-09-30,DiSC,20210930-3
294.5,4261,42,"9,81","7,32","4,35",2021-09-30 17:09:06,Gamla Stan,2021-09-30,DiSC,20210930-3
304.5,4383,"40,8","9,76","7,18","4,43",2021-09-30 17:09:16,Gamla Stan,2021-09-30,DiSC,20210930-3
314.5,5540,36,"10,74","7,44","5,34",2021-09-30 17:09:26,Gamla Stan,2021-09-30,DiSC,20210930-3
324.5,5966,"34,6","11,08","7,52","5,66",2021-09-30 17:09:36,Gamla Stan,2021-09-30,DiSC,20210930-3
334.5,5433,"36,3","10,64","7,41","5,25",2021-09-30 17:09:46,Gamla Stan,2021-09-30,DiSC,20210930-3
344.5,5242,"37,8","10,72","7,61","5,14",2021-09-30 17:09:56,Gamla Stan,2021-09-30,DiSC,20210930-3
354.5,6016,"34,6","11,16","7,58","5,7",2021-09-30 17:10:06,Gamla Stan,2021-09-30,DiSC,20210930-3
364.5,6729,"32,9","11,8","7,79","6,25",2021-09-30 17:10:16,Gamla Stan,2021-09-30,DiSC,20210930-3
374.5,6558,"33,1","11,59","7,68","6,1",2021-09-30 17:10:26,Gamla Stan,2021-09-30,DiSC,20210930-3
384.5,7011,"32,1","11,98","7,81","6,44",2021-09-30 17:10:36,Gamla Stan,2021-09-30,DiSC,20210930-3
394.5,7227,"31,6","12,11","7,81","6,59",2021-09-30 17:10:46,Gamla Stan,2021-09-30,DiSC,20210930-3
404.5,7065,"32,1","12,06","7,86","6,49",2021-09-30 17:10:56,Gamla Stan,2021-09-30,DiSC,20210930-3
1254.5,3486,"43,2","8,27","6,25","3,59",2021-09-30 17:25:06,Gullmarsplan,2021-09-30,DiSC,20210930-3
1264.5,2763,"50,5","7,81","6,28",3,2021-09-30 17:25:16,Gullmarsplan,2021-09-30,DiSC,20210930-3
1274.5,2675,"54,8","8,28","6,86","2,99",2021-09-30 17:25:26,Gullmarsplan,2021-09-30,DiSC,20210930-3
1284.5,2705,"55,7","8,52","7,1","3,04",2021-09-30 17:25:36,Gullmarsplan,2021-09-30,DiSC,20210930-3
1294.5,2690,"54,6","8,28","6,85",3,2021-09-30 17:25:46,Gullmarsplan,2021-09-30,DiSC,20210930-3
1304.5,2602,"54,1","7,92","6,53","2,89",2021-09-30 17:25:56,Gullmarsplan,2021-09-30,DiSC,20210930-3
1314.5,3027,47,"7,9","6,18","3,21",2021-09-30 17:26:06,Gullmarsplan,2021-09-30,DiSC,20210930-3
1324.5,2828,"48,6","7,66","6,08","3,04",2021-09-30 17:26:16,Gullmarsplan,2021-09-30,DiSC,20210930-3
1334.5,2784,"48,9","7,59","6,03","2,99",2021-09-30 17:26:26,Gullmarsplan,2021-09-30,DiSC,20210930-3
1344.5,2346,"54,9","7,27","6,03","2,62",2021-09-30 17:26:36,Gullmarsplan,2021-09-30,DiSC,20210930-3
1354.5,2014,"60,4","6,94","5,93","2,33",2021-09-30 17:26:46,Gullmarsplan,2021-09-30,DiSC,20210930-3
1364.5,1884,"66,1","7,17","6,28","2,25",2021-09-30 17:26:56,Gullmarsplan,2021-09-30,DiSC,20210930-3
1374.5,1704,"71,1","7,03","6,28","2,09",2021-09-30 17:27:06,Gullmarsplan,2021-09-30,DiSC,20210930-3
1384.5,1529,"76,9","6,89","6,26","1,94",2021-09-30 17:27:16,Gullmarsplan,2021-09-30,DiSC,20210930-3
1394.5,1700,"74,2","7,36","6,63","2,12",2021-09-30 17:27:26,Gullmarsplan,2021-09-30,DiSC,20210930-3
1404.5,1898,"68,5","7,52","6,65","2,3",2021-09-30 17:27:36,Gullmarsplan,2021-09-30,DiSC,20210930-3
1414.5,1671,"71,6","6,95","6,21","2,06",2021-09-30 17:27:46,Gullmarsplan,2021-09-30,DiSC,20210930-3
1424.5,1945,"71,2","8,04","7,18","2,39",2021-09-30 17:27:56,Gullmarsplan,2021-09-30,DiSC,20210930-3
724.5,3331,66,"12,65","11,07","3,97",2021-09-30 17:16:16,Medborgarplatsen,2021-09-30,DiSC,20210930-3
734.5,3425,"63,5","12,47","10,8","4,03",2021-09-30 17:16:26,Medborgarplatsen,2021-09-30,DiSC,20210930-3
744.5,3283,"64,2","12,11","10,52","3,88",2021-09-30 17:16:36,Medborgarplatsen,2021-09-30,DiSC,20210930-3
754.5,3372,"61,5","11,85","10,18","3,92",2021-09-30 17:16:46,Medborgarplatsen,2021-09-30,DiSC,20210930-3
764.5,3513,"60,4","12,1","10,33","4,06",2021-09-30 17:16:56,Medborgarplatsen,2021-09-30,DiSC,20210930-3
774.5,3531,"62,4","12,61","10,87","4,13",2021-09-30 17:17:06,Medborgarplatsen,2021-09-30,DiSC,20210930-3
784.5,3525,"62,5","12,61","10,87","4,12",2021-09-30 17:17:16,Medborgarplatsen,2021-09-30,DiSC,20210930-3
794.5,3490,"62,5","12,49","10,77","4,08",2021-09-30 17:17:26,Medborgarplatsen,2021-09-30,DiSC,20210930-3
944.5,4819,"67,6","18,8","16,56","5,8",2021-09-30 17:19:56,Skanstull,2021-09-30,DiSC,20210930-3
954.5,6262,"66,3","23,91","20,93","7,48",2021-09-30 17:20:06,Skanstull,2021-09-30,DiSC,20210930-3
964.5,5537,"68,4","21,9","19,33","6,69",2021-09-30 17:20:16,Skanstull,2021-09-30,DiSC,20210930-3
974.5,5081,"69,7","20,5","18,18","6,18",2021-09-30 17:20:26,Skanstull,2021-09-30,DiSC,20210930-3
984.5,4737,"69,6","19,09","16,93","5,76",2021-09-30 17:20:36,Skanstull,2021-09-30,DiSC,20210930-3
994.5,4777,"70,3","19,48","17,32","5,84",2021-09-30 17:20:46,Skanstull,2021-09-30,DiSC,20210930-3
1004.5,5056,"66,5","19,36","16,97","6,04",2021-09-30 17:20:56,Skanstull,2021-09-30,DiSC,20210930-3
1014.5,4694,"70,6","19,22","17,11","5,74",2021-09-30 17:21:06,Skanstull,2021-09-30,DiSC,20210930-3
1024.5,5884,"63,9","21,56","18,7","6,93",2021-09-30 17:21:16,Skanstull,2021-09-30,DiSC,20210930-3
1034.5,6552,"68,5","25,93","22,89","7,92",2021-09-30 17:21:26,Skanstull,2021-09-30,DiSC,20210930-3
1044.5,7601,"68,4","30,05","26,51","9,18",2021-09-30 17:21:36,Skanstull,2021-09-30,DiSC,20210930-3
1054.5,9634,"66,2","36,74","32,13","11,49",2021-09-30 17:21:46,Skanstull,2021-09-30,DiSC,20210930-3
1064.5,8960,"71,4","37,17","33,12","11,01",2021-09-30 17:21:56,Skanstull,2021-09-30,DiSC,20210930-3
544.5,6166,"45,8","15,62","12,1","6,48",2021-09-30 17:13:16,Slussen,2021-09-30,DiSC,20210930-3
554.5,6106,"45,8","15,46","11,96","6,42",2021-09-30 17:13:26,Slussen,2021-09-30,DiSC,20210930-3
564.5,5914,46,"15,04","11,66","6,22",2021-09-30 17:13:36,Slussen,2021-09-30,DiSC,20210930-3
574.5,6488,"44,4","15,9","12,15","6,75",2021-09-30 17:13:46,Slussen,2021-09-30,DiSC,20210930-3
584.5,7594,"41,3","17,16","12,7","7,7",2021-09-30 17:13:56,Slussen,2021-09-30,DiSC,20210930-3
594.5,8152,"39,2","17,36","12,53","8,11",2021-09-30 17:14:06,Slussen,2021-09-30,DiSC,20210930-3
854.5,1921,"72,1","8,05","7,21","2,37",2021-09-30 07:22:04,Abrahamsberg,2021-09-30,DiSC,20210930-1
864.5,1930,"71,3","7,99","7,13","2,37",2021-09-30 07:22:14,Abrahamsberg,2021-09-30,DiSC,20210930-1
874.5,1845,"74,3",8,"7,21","2,31",2021-09-30 07:22:24,Abrahamsberg,2021-09-30,DiSC,20210930-1
884.5,1997,"70,9","8,22","7,33","2,45",2021-09-30 07:22:34,Abrahamsberg,2021-09-30,DiSC,20210930-1
894.5,1972,"70,4","8,05","7,17","2,41",2021-09-30 07:22:44,Abrahamsberg,2021-09-30,DiSC,20210930-1
904.5,2001,70,"8,11","7,21","2,44",2021-09-30 07:22:54,Abrahamsberg,2021-09-30,DiSC,20210930-1
1304.5,2177,"67,7","8,51","7,5","2,62",2021-09-30 07:29:34,Alvik,2021-09-30,DiSC,20210930-1
1314.5,2550,"64,3","9,41","8,19","3,01",2021-09-30 07:29:44,Alvik,2021-09-30,DiSC,20210930-1
1324.5,2435,"66,3","9,31","8,16","2,91",2021-09-30 07:29:54,Alvik,2021-09-30,DiSC,20210930-1
1334.5,2367,"65,6","8,94","7,81","2,82",2021-09-30 07:30:04,Alvik,2021-09-30,DiSC,20210930-1
1344.5,2506,"64,7","9,31","8,11","2,97",2021-09-30 07:30:14,Alvik,2021-09-30,DiSC,20210930-1
1354.5,2533,"64,1","9,31","8,09","2,99",2021-09-30 07:30:24,Alvik,2021-09-30,DiSC,20210930-1
1364.5,2395,65,"8,95","7,8","2,84",2021-09-30 07:30:34,Alvik,2021-09-30,DiSC,20210930-1
1374.5,2100,"68,8","8,36","7,4","2,54",2021-09-30 07:30:44,Alvik,2021-09-30,DiSC,20210930-1
64.5,1956,"68,8","7,78","6,89","2,37",2021-09-30 07:08:54,Angbyplan,2021-09-30,DiSC,20210930-1
74.5,2227,"63,2","8,06","6,97","2,61",2021-09-30 07:09:04,Angbyplan,2021-09-30,DiSC,20210930-1
84.5,2226,"62,6","7,97","6,88","2,6",2021-09-30 07:09:14,Angbyplan,2021-09-30,DiSC,20210930-1
94.5,2269,"61,4","7,96","6,83","2,64",2021-09-30 07:09:24,Angbyplan,2021-09-30,DiSC,20210930-1
104.5,2236,"62,1","7,93","6,83","2,61",2021-09-30 07:09:34,Angbyplan,2021-09-30,DiSC,20210930-1
114.5,2206,"63,2","7,99","6,91","2,59",2021-09-30 07:09:44,Angbyplan,2021-09-30,DiSC,20210930-1
124.5,2374,"59,5","8,05","6,84","2,73",2021-09-30 07:09:54,Angbyplan,2021-09-30,DiSC,20210930-1
134.5,2231,"62,5","7,98","6,89","2,61",2021-09-30 07:10:04,Angbyplan,2021-09-30,DiSC,20210930-1
144.5,2418,"59,6","8,21","6,98","2,78",2021-09-30 07:10:14,Angbyplan,2021-09-30,DiSC,20210930-1
154.5,2501,"58,5","8,31","7,03","2,86",2021-09-30 07:10:24,Angbyplan,2021-09-30,DiSC,20210930-1
164.5,2568,"57,3","8,34","7,01","2,91",2021-09-30 07:10:34,Angbyplan,2021-09-30,DiSC,20210930-1
634.5,1917,"70,8","7,88","7,02","2,35",2021-09-30 07:18:24,Brommaplan,2021-09-30,DiSC,20210930-1
644.5,1881,"72,1","7,88","7,06","2,32",2021-09-30 07:18:34,Brommaplan,2021-09-30,DiSC,20210930-1
654.5,2012,"67,8","7,88","6,95","2,43",2021-09-30 07:18:44,Brommaplan,2021-09-30,DiSC,20210930-1
664.5,1943,"69,6","7,83","6,95","2,36",2021-09-30 07:18:54,Brommaplan,2021-09-30,DiSC,20210930-1
674.5,1896,71,"7,82","6,98","2,33",2021-09-30 07:19:04,Brommaplan,2021-09-30,DiSC,20210930-1
684.5,1980,"68,6","7,85","6,95","2,4",2021-09-30 07:19:14,Brommaplan,2021-09-30,DiSC,20210930-1
694.5,1884,"71,2","7,79","6,95","2,31",2021-09-30 07:19:24,Brommaplan,2021-09-30,DiSC,20210930-1
704.5,1824,"73,1","7,76","6,97","2,26",2021-09-30 07:19:34,Brommaplan,2021-09-30,DiSC,20210930-1
2054.5,2152,70,"8,73","7,76","2,63",2021-09-30 07:42:04,Fridhemsplan,2021-09-30,DiSC,20210930-1
2064.5,2264,"67,3","8,79","7,74","2,72",2021-09-30 07:42:14,Fridhemsplan,2021-09-30,DiSC,20210930-1
2074.5,2137,"70,1","8,69","7,73","2,61",2021-09-30 07:42:24,Fridhemsplan,2021-09-30,DiSC,20210930-1
2084.5,2363,"64,8","8,8","7,67","2,8",2021-09-30 07:42:34,Fridhemsplan,2021-09-30,DiSC,20210930-1
2094.5,2222,"69,3","8,91","7,9","2,7",2021-09-30 07:42:44,Fridhemsplan,2021-09-30,DiSC,20210930-1
2104.5,2441,"64,5","9,04","7,87","2,89",2021-09-30 07:42:54,Fridhemsplan,2021-09-30,DiSC,20210930-1
2114.5,2528,"63,3","9,17","7,94","2,97",2021-09-30 07:43:04,Fridhemsplan,2021-09-30,DiSC,20210930-1
2124.5,2440,66,"9,27","8,12","2,91",2021-09-30 07:43:14,Fridhemsplan,2021-09-30,DiSC,20210930-1
2134.5,2406,"66,3","9,19","8,06","2,87",2021-09-30 07:43:24,Fridhemsplan,2021-09-30,DiSC,20210930-1
2144.5,2473,"65,3","9,29","8,11","2,94",2021-09-30 07:43:34,Fridhemsplan,2021-09-30,DiSC,20210930-1
2154.5,2302,"70,2","9,37","8,34","2,81",2021-09-30 07:43:44,Fridhemsplan,2021-09-30,DiSC,20210930-1
2164.5,2127,"71,1","8,78","7,84","2,61",2021-09-30 07:43:54,Fridhemsplan,2021-09-30,DiSC,20210930-1
1594.5,3637,"51,1","10,41","8,41","3,97",2021-09-30 07:34:24,Kristineberg,2021-09-30,DiSC,20210930-1
1604.5,3500,"54,2","10,68","8,81","3,89",2021-09-30 07:34:34,Kristineberg,2021-09-30,DiSC,20210930-1
1614.5,3984,"49,1","10,89","8,67","4,29",2021-09-30 07:34:44,Kristineberg,2021-09-30,DiSC,20210930-1
1624.5,7599,"35,2","14,39","9,86","7,26",2021-09-30 07:34:54,Kristineberg,2021-09-30,DiSC,20210930-1
1634.5,5536,"40,8","12,33","9,08","5,59",2021-09-30 07:35:04,Kristineberg,2021-09-30,DiSC,20210930-1
1644.5,4356,"45,9","11,06","8,57","4,58",2021-09-30 07:35:14,Kristineberg,2021-09-30,DiSC,20210930-1
1654.5,3336,"52,9","9,91","8,11","3,68",2021-09-30 07:35:24,Kristineberg,2021-09-30,DiSC,20210930-1
1664.5,3312,"54,5","10,17","8,41","3,69",2021-09-30 07:35:34,Kristineberg,2021-09-30,DiSC,20210930-1
1674.5,3274,"54,3","10,02","8,27","3,65",2021-09-30 07:35:44,Kristineberg,2021-09-30,DiSC,20210930-1
2684.5,3270,"61,3","11,44","9,82","3,8",2021-09-30 07:52:34,Odenplan,2021-09-30,DiSC,20210930-1
2694.5,3554,"58,8","11,89","10,07","4,07",2021-09-30 07:52:44,Odenplan,2021-09-30,DiSC,20210930-1
2704.5,3214,"62,1","11,41","9,83","3,75",2021-09-30 07:52:54,Odenplan,2021-09-30,DiSC,20210930-1
2714.5,3284,"61,3","11,5","9,87","3,81",2021-09-30 07:53:04,Odenplan,2021-09-30,DiSC,20210930-1
2724.5,3109,"64,2","11,46","9,96","3,67",2021-09-30 07:53:14,Odenplan,2021-09-30,DiSC,20210930-1
2734.5,3344,"61,2","11,69","10,03","3,88",2021-09-30 07:53:24,Odenplan,2021-09-30,DiSC,20210930-1
2744.5,3635,"60,3","12,48","10,65","4,19",2021-09-30 07:53:34,Odenplan,2021-09-30,DiSC,20210930-1
2754.5,3706,"59,2","12,47","10,59","4,25",2021-09-30 07:53:44,Odenplan,2021-09-30,DiSC,20210930-1
2764.5,3660,"59,8","12,46","10,61","4,21",2021-09-30 07:53:54,Odenplan,2021-09-30,DiSC,20210930-1
2774.5,3802,"58,3","12,59","10,63","4,34",2021-09-30 07:54:04,Odenplan,2021-09-30,DiSC,20210930-1
2784.5,3919,"57,8","12,84","10,82","4,46",2021-09-30 07:54:14,Odenplan,2021-09-30,DiSC,20210930-1
2794.5,3992,"55,7","12,57","10,46","4,48",2021-09-30 07:54:24,Odenplan,2021-09-30,DiSC,20210930-1
2804.5,3492,61,"12,16","10,42","4,05",2021-09-30 07:54:34,Odenplan,2021-09-30,DiSC,20210930-1
2814.5,3548,"60,8","12,31","10,54","4,11",2021-09-30 07:54:44,Odenplan,2021-09-30,DiSC,20210930-1
2824.5,3348,"63,2","12,13","10,49","3,93",2021-09-30 07:54:54,Odenplan,2021-09-30,DiSC,20210930-1
2834.5,3370,62,"11,94","10,28","3,93",2021-09-30 07:55:04,Odenplan,2021-09-30,DiSC,20210930-1
2844.5,3453,"60,6","11,94","10,21","3,99",2021-09-30 07:55:14,Odenplan,2021-09-30,DiSC,20210930-1
2854.5,3572,"59,5","12,09","10,28","4,1",2021-09-30 07:55:24,Odenplan,2021-09-30,DiSC,20210930-1
2864.5,3399,"60,7","11,78","10,07","3,93",2021-09-30 07:55:34,Odenplan,2021-09-30,DiSC,20210930-1
2874.5,3592,"58,9","12,02","10,18","4,11",2021-09-30 07:55:44,Odenplan,2021-09-30,DiSC,20210930-1
2884.5,3340,"62,7","11,99","10,35","3,91",2021-09-30 07:55:54,Odenplan,2021-09-30,DiSC,20210930-1
2894.5,3382,"62,7","12,15","10,49","3,96",2021-09-30 07:56:04,Odenplan,2021-09-30,DiSC,20210930-1
2904.5,3232,"62,9","11,64","10,05","3,79",2021-09-30 07:56:14,Odenplan,2021-09-30,DiSC,20210930-1
2914.5,3204,"62,5","11,46","9,89","3,75",2021-09-30 07:56:24,Odenplan,2021-09-30,DiSC,20210930-1
2924.5,2985,"65,8","11,31","9,9","3,56",2021-09-30 07:56:34,Odenplan,2021-09-30,DiSC,20210930-1
2934.5,3451,"58,9","11,56","9,8","3,95",2021-09-30 07:56:44,Odenplan,2021-09-30,DiSC,20210930-1
2944.5,3266,"60,7","11,31","9,67","3,78",2021-09-30 07:56:54,Odenplan,2021-09-30,DiSC,20210930-1
2954.5,3084,64,"11,32","9,83","3,64",2021-09-30 07:57:04,Odenplan,2021-09-30,DiSC,20210930-1
2964.5,3082,"62,9","11,11","9,6","3,61",2021-09-30 07:57:14,Odenplan,2021-09-30,DiSC,20210930-1
2974.5,3068,"63,2","11,11","9,62","3,6",2021-09-30 07:57:24,Odenplan,2021-09-30,DiSC,20210930-1
2984.5,3044,64,"11,17","9,7","3,59",2021-09-30 07:57:34,Odenplan,2021-09-30,DiSC,20210930-1
2994.5,3070,63,"11,07","9,57","3,6",2021-09-30 07:57:44,Odenplan,2021-09-30,DiSC,20210930-1
3004.5,2977,"63,7","10,88","9,43","3,5",2021-09-30 07:57:54,Odenplan,2021-09-30,DiSC,20210930-1
3014.5,3196,"62,2","11,36","9,79","3,73",2021-09-30 07:58:04,Odenplan,2021-09-30,DiSC,20210930-1
3024.5,3039,"65,2","11,4","9,95","3,61",2021-09-30 07:58:14,Odenplan,2021-09-30,DiSC,20210930-1
3034.5,3144,"62,3","11,21","9,66","3,67",2021-09-30 07:58:24,Odenplan,2021-09-30,DiSC,20210930-1
3044.5,3135,"62,4","11,2","9,66","3,66",2021-09-30 07:58:34,Odenplan,2021-09-30,DiSC,20210930-1
3054.5,3110,"64,1","11,43","9,93","3,67",2021-09-30 07:58:44,Odenplan,2021-09-30,DiSC,20210930-1
3064.5,3090,"64,2","11,4","9,91","3,65",2021-09-30 07:58:54,Odenplan,2021-09-30,DiSC,20210930-1
3074.5,3316,"61,9","11,74","10,1","3,86",2021-09-30 07:59:04,Odenplan,2021-09-30,DiSC,20210930-1
3084.5,3346,"61,7","11,79","10,13","3,89",2021-09-30 07:59:14,Odenplan,2021-09-30,DiSC,20210930-1
3094.5,3326,"62,3","11,85","10,21","3,88",2021-09-30 07:59:24,Odenplan,2021-09-30,DiSC,20210930-1
3104.5,3281,"62,6","11,76","10,15","3,84",2021-09-30 07:59:34,Odenplan,2021-09-30,DiSC,20210930-1
3114.5,3358,"61,7","11,84","10,18","3,91",2021-09-30 07:59:44,Odenplan,2021-09-30,DiSC,20210930-1
3124.5,3166,"62,4","11,31","9,76","3,7",2021-09-30 07:59:54,Odenplan,2021-09-30,DiSC,20210930-1
3134.5,3133,61,"10,92","9,35","3,63",2021-09-30 08:00:04,Odenplan,2021-09-30,DiSC,20210930-1
3144.5,3095,"61,3","10,84","9,3","3,59",2021-09-30 08:00:14,Odenplan,2021-09-30,DiSC,20210930-1
3154.5,3095,"61,1","10,8","9,25","3,59",2021-09-30 08:00:24,Odenplan,2021-09-30,DiSC,20210930-1
3164.5,2947,"63,6","10,75","9,32","3,47",2021-09-30 08:00:34,Odenplan,2021-09-30,DiSC,20210930-1
3174.5,3119,"61,4","10,94","9,39","3,62",2021-09-30 08:00:44,Odenplan,2021-09-30,DiSC,20210930-1
3184.5,3258,"61,4","11,43","9,81","3,79",2021-09-30 08:00:54,Odenplan,2021-09-30,DiSC,20210930-1
3194.5,3434,"61,1","11,97","10,26","3,98",2021-09-30 08:01:04,Odenplan,2021-09-30,DiSC,20210930-1
3204.5,3531,"61,5","12,41","10,65","4,1",2021-09-30 08:01:14,Odenplan,2021-09-30,DiSC,20210930-1
3214.5,3323,"62,5","11,89","10,26","3,89",2021-09-30 08:01:24,Odenplan,2021-09-30,DiSC,20210930-1
3224.5,3481,"60,7","12,06","10,31","4,03",2021-09-30 08:01:34,Odenplan,2021-09-30,DiSC,20210930-1
3234.5,3541,"60,2","12,14","10,36","4,08",2021-09-30 08:01:44,Odenplan,2021-09-30,DiSC,20210930-1
3244.5,3432,"60,7","11,88","10,16","3,97",2021-09-30 08:01:54,Odenplan,2021-09-30,DiSC,20210930-1
