,Time,Number,Size,LDSA,Filter,Diff,Timestamp,Station,Date,Sensor,Session Id
0,2004.5,1524,"49,6","4,22","3,38","1,65",2021-10-11 17:27:15,Abrahamsberg,2021-10-11,DiSC,20211011-3
1,2014.5,1403,"49,4","3,87","3,09","1,51",2021-10-11 17:27:25,Abrahamsberg,2021-10-11,DiSC,20211011-3
2,2024.5,1344,"50,2","3,77","3,03","1,46",2021-10-11 17:27:35,Abrahamsberg,2021-10-11,DiSC,20211011-3
3,2034.5,1325,"50,7","3,76","3,03","1,44",2021-10-11 17:27:45,Abrahamsberg,2021-10-11,DiSC,20211011-3
4,2044.5,1388,"48,8","3,78",3,"1,49",2021-10-11 17:27:55,Abrahamsberg,2021-10-11,DiSC,20211011-3
5,2054.5,1348,"50,3","3,79","3,04","1,46",2021-10-11 17:28:05,Abrahamsberg,2021-10-11,DiSC,20211011-3
6,2064.5,1286,"50,9","3,67","2,96","1,4",2021-10-11 17:28:15,Abrahamsberg,2021-10-11,DiSC,20211011-3
7,2074.5,1209,"52,2","3,55","2,89","1,33",2021-10-11 17:28:25,Abrahamsberg,2021-10-11,DiSC,20211011-3
8,2084.5,1306,"50,2","3,66","2,94","1,42",2021-10-11 17:28:35,Abrahamsberg,2021-10-11,DiSC,20211011-3
9,1454.5,7694,"32,5","13,29","8,71","7,1",2021-10-11 17:18:05,Alvik,2021-10-11,DiSC,20211011-3
10,1464.5,6339,"34,5","11,73","7,95",6,2021-10-11 17:18:15,Alvik,2021-10-11,DiSC,20211011-3
11,1474.5,5915,"35,9","11,45","7,93","5,69",2021-10-11 17:18:25,Alvik,2021-10-11,DiSC,20211011-3
12,1484.5,6037,"34,9","11,32","7,72","5,74",2021-10-11 17:18:35,Alvik,2021-10-11,DiSC,20211011-3
13,1494.5,6714,"33,2","11,92","7,92","6,26",2021-10-11 17:18:45,Alvik,2021-10-11,DiSC,20211011-3
14,1504.5,6441,"34,9","12,05","8,21","6,12",2021-10-11 17:18:55,Alvik,2021-10-11,DiSC,20211011-3
15,1514.5,5926,"36,1","11,51","7,98","5,71",2021-10-11 17:19:05,Alvik,2021-10-11,DiSC,20211011-3
